Unnamed: 0,tuid,ugroup,explanationType,faceSelected,selectedShapeIndex,predictedShapeChoiceIndex,trueShapeChoiceIndex,isCorrectPrediction,stepActionType,param1,param2,param3,param4,blockId,actionName,objectLogName,date,time
203,UID_ni50Zk52uv04Bx44yI,B,,4,3.0,8.0,6.0,no,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_7108,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_7108_SubmitRatingBtn,07:20:59 22.06.25,1750576859.0
204,UID_Rf68OM44VK16IW59jR,B,,3,5.0,7.0,7.0,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_1229,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_1229_SubmitRatingBtn,07:20:59 22.06.25,1750576859.0
205,UID_Ny82mm99jA65Kz86kc,B,,4,5.0,1.0,1.0,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_1228_a,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_1228_a_SubmitRatingBtn,07:21:10 22.06.25,1750576870.0
206,UID_pU52rW52un31zY70zr,B,,4,1.0,1.0,1.0,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_6569,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_6569_SubmitRatingBtn,07:21:12 22.06.25,1750576872.0
207,UID_Ly35zm07CE79AJ71AL,B,,4,2.0,2.0,2.0,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_1228_b,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_1228_b_SubmitRatingBtn,07:21:17 22.06.25,1750576877.0
208,UID_hj49Rw10Tl85xS05oS,B,,5,4.0,1.0,1.0,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_6569,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_6569_SubmitRatingBtn,07:21:56 22.06.25,1750576916.0
209,UID_xT24cp45nT04Er03Bw,B,,3,7.0,7.0,7.0,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_1229,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_1229_SubmitRatingBtn,07:22:09 22.06.25,1750576929.0
210,UID_Ui48Gp29Uy37Mp22rr,B,,5,2.0,5.0,5.0,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_218,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_218_SubmitRatingBtn,07:22:12 22.06.25,1750576932.0
211,UID_Rf68OM44VK16IW59jR,B,,4,2.0,2.0,2.0,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_1228_b,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_1228_b_SubmitRatingBtn,07:22:16 22.06.25,1750576936.0
212,UID_lx05wC07nF78xc90bP,B,,4,8.0,8.0,6.0,no,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_7108,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_7108_SubmitRatingBtn,07:22:22 22.06.25,1750576942.0
213,UID_Yz86DI77bB22Fa03Lb,B,,3,7.0,7.0,8.0,no,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_128,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_128_SubmitRatingBtn,07:22:41 22.06.25,1750576961.0
214,UID_VQ81OX01Jp49rL63Mm,B,,2,7.0,8.0,7.0,no,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_429,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_429_SubmitRatingBtn,07:22:55 22.06.25,1750576975.0
215,UID_Vx42uE05WT52TC36Sb,B,,3,2.0,5.0,5.0,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_218,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_218_SubmitRatingBtn,07:22:57 22.06.25,1750576977.0
216,UID_FD57fE92eJ87yU05If,B,,4,4.0,6.0,2.0,no,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_219,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_219_SubmitRatingBtn,07:23:00 22.06.25,1750576980.0
217,UID_Ny82mm99jA65Kz86kc,B,,3,5.0,2.0,2.0,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_1228_b,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_1228_b_SubmitRatingBtn,07:23:24 22.06.25,1750577004.0
218,UID_iT47Xq60JJ14rW99nz,B,,3,1.0,1.0,1.0,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_6569,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_6569_SubmitRatingBtn,07:23:29 22.06.25,1750577009.0
219,UID_xT24cp45nT04Er03Bw,B,,4,1.0,1.0,1.0,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_1228_a,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_1228_a_SubmitRatingBtn,07:23:38 22.06.25,1750577018.0
220,UID_Ui48Gp29Uy37Mp22rr,B,,4,2.0,8.0,7.0,no,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_429,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_429_SubmitRatingBtn,07:23:42 22.06.25,1750577022.0
221,UID_FD57fE92eJ87yU05If,B,,4,1.0,1.0,1.0,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_6569,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_6569_SubmitRatingBtn,07:23:53 22.06.25,1750577033.0
222,UID_xT24cp45nT04Er03Bw,B,,4,5.0,5.0,5.0,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_218,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_218_SubmitRatingBtn,07:24:24 22.06.25,1750577064.0
223,UID_Nh05qD35BC38Gt71Zp,B,,4,2.0,5.0,5.0,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_218,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_218_SubmitRatingBtn,07:24:27 22.06.25,1750577067.0
224,UID_Vx42uE05WT52TC36Sb,B,,4,1.0,1.0,1.0,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_6569,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_6569_SubmitRatingBtn,07:24:30 22.06.25,1750577070.0
225,UID_VQ81OX01Jp49rL63Mm,B,,4,6.0,6.0,2.0,no,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_219,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_219_SubmitRatingBtn,07:24:31 22.06.25,1750577071.0
226,UID_Ly35zm07CE79AJ71AL,B,,3,4.0,4.0,4.0,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_6999,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_6999_SubmitRatingBtn,07:24:36 22.06.25,1750577076.0
227,UID_Rf68OM44VK16IW59jR,B,,4,1.0,1.0,1.0,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_6569,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_6569_SubmitRatingBtn,07:24:37 22.06.25,1750577077.0
228,UID_xT24cp45nT04Er03Bw,B,,4,6.0,6.0,2.0,no,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_219,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_219_SubmitRatingBtn,07:25:03 22.06.25,1750577103.0
229,UID_Ui48Gp29Uy37Mp22rr,B,,3,7.0,7.0,8.0,no,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_128,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_128_SubmitRatingBtn,07:25:09 22.06.25,1750577109.0
230,UID_nO24HW66ys09UB68kg,B,,4,3.0,8.0,6.0,no,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_7108,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_7108_SubmitRatingBtn,07:25:35 22.06.25,1750577135.0
231,UID_Vx42uE05WT52TC36Sb,B,,4,2.0,2.0,2.0,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_1228_b,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_1228_b_SubmitRatingBtn,07:25:36 22.06.25,1750577136.0
232,UID_lx05wC07nF78xc90bP,B,,3,5.0,5.0,5.0,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_218,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_218_SubmitRatingBtn,07:25:37 22.06.25,1750577137.0
233,UID_Ui48Gp29Uy37Mp22rr,B,,5,1.0,1.0,1.0,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_1228_a,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_1228_a_SubmitRatingBtn,07:26:11 22.06.25,1750577171.0
234,UID_VQ81OX01Jp49rL63Mm,B,,4,4.0,4.0,4.0,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_6999,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_6999_SubmitRatingBtn,07:26:18 22.06.25,1750577178.0
235,UID_xT24cp45nT04Er03Bw,B,,4,4.0,4.0,4.0,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_6999,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_6999_SubmitRatingBtn,07:26:22 22.06.25,1750577182.0
236,UID_Yz86DI77bB22Fa03Lb,B,,4,3.0,7.0,7.0,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_1229,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_1229_SubmitRatingBtn,07:26:30 22.06.25,1750577190.0
237,UID_ni50Zk52uv04Bx44yI,B,,4,4.0,4.0,4.0,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_6999,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_6999_SubmitRatingBtn,07:26:36 22.06.25,1750577196.0
238,UID_lx05wC07nF78xc90bP,B,,5,2.0,2.0,2.0,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_1228_b,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_1228_b_SubmitRatingBtn,07:26:52 22.06.25,1750577212.0
239,UID_xT24cp45nT04Er03Bw,B,,4,1.0,1.0,1.0,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_6569,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_6569_SubmitRatingBtn,07:27:03 22.06.25,1750577223.0
240,UID_Ci04yT79Cp30Qd09qQ,B,,2,7.0,7.0,7.0,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_1229,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_1229_SubmitRatingBtn,07:27:05 22.06.25,1750577225.0
241,UID_Ly35zm07CE79AJ71AL,B,,3,7.0,8.0,7.0,no,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_429,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_429_SubmitRatingBtn,07:27:14 22.06.25,1750577234.0
242,UID_hj49Rw10Tl85xS05oS,B,,4,2.0,5.0,5.0,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_218,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_218_SubmitRatingBtn,07:27:16 22.06.25,1750577236.0
243,UID_VQ81OX01Jp49rL63Mm,B,,4,2.0,2.0,2.0,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_1228_b,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_1228_b_SubmitRatingBtn,07:27:24 22.06.25,1750577244.0
244,UID_FD57fE92eJ87yU05If,B,,2,7.0,7.0,7.0,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_1229,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_1229_SubmitRatingBtn,07:27:40 22.06.25,1750577260.0
245,UID_Rf68OM44VK16IW59jR,B,,4,7.0,6.0,2.0,no,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_219,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_219_SubmitRatingBtn,07:27:40 22.06.25,1750577260.0
246,UID_Nh05qD35BC38Gt71Zp,B,,5,1.0,1.0,1.0,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_6569,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_6569_SubmitRatingBtn,07:27:51 22.06.25,1750577271.0
247,UID_Ny82mm99jA65Kz86kc,B,,4,4.0,7.0,7.0,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_1229,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_1229_SubmitRatingBtn,07:28:04 22.06.25,1750577284.0
248,UID_Ly35zm07CE79AJ71AL,B,,4,6.0,6.0,2.0,no,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_219,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_219_SubmitRatingBtn,07:28:25 22.06.25,1750577305.0
249,UID_pU52rW52un31zY70zr,B,,1,8.0,8.0,6.0,no,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_7108,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_7108_SubmitRatingBtn,07:28:27 22.06.25,1750577307.0
250,UID_lx05wC07nF78xc90bP,B,,4,4.0,6.0,2.0,no,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_219,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_219_SubmitRatingBtn,07:28:42 22.06.25,1750577322.0
251,UID_Vx42uE05WT52TC36Sb,B,,3,4.0,8.0,7.0,no,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_429,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_429_SubmitRatingBtn,07:28:57 22.06.25,1750577337.0
252,UID_FD57fE92eJ87yU05If,B,,3,3.0,2.0,2.0,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_1228_b,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_1228_b_SubmitRatingBtn,07:28:58 22.06.25,1750577338.0
253,UID_Ci04yT79Cp30Qd09qQ,B,,4,5.0,6.0,2.0,no,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_219,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_219_SubmitRatingBtn,07:29:13 22.06.25,1750577353.0
254,UID_VQ81OX01Jp49rL63Mm,B,,1,7.0,7.0,7.0,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_1229,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_1229_SubmitRatingBtn,07:29:56 22.06.25,1750577396.0
255,UID_Yz86DI77bB22Fa03Lb,B,,4,7.0,8.0,7.0,no,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_429,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_429_SubmitRatingBtn,07:30:24 22.06.25,1750577424.0
256,UID_pU52rW52un31zY70zr,B,,3,7.0,6.0,2.0,no,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_219,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_219_SubmitRatingBtn,07:30:24 22.06.25,1750577424.0
257,UID_Nh05qD35BC38Gt71Zp,B,,5,7.0,7.0,8.0,no,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_128,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_128_SubmitRatingBtn,07:30:33 22.06.25,1750577433.0
258,UID_lx05wC07nF78xc90bP,B,,5,7.0,7.0,8.0,no,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_128,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_128_SubmitRatingBtn,07:30:42 22.06.25,1750577442.0
259,UID_Ly35zm07CE79AJ71AL,B,,3,8.0,7.0,8.0,no,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_128,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_128_SubmitRatingBtn,07:31:08 22.06.25,1750577468.0
260,UID_hj49Rw10Tl85xS05oS,B,,5,4.0,4.0,4.0,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_6999,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_6999_SubmitRatingBtn,07:31:09 22.06.25,1750577469.0
261,UID_VQ81OX01Jp49rL63Mm,B,,5,5.0,5.0,5.0,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_218,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_218_SubmitRatingBtn,07:31:32 22.06.25,1750577492.0
262,UID_Rf68OM44VK16IW59jR,B,,4,8.0,5.0,5.0,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_218,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_218_SubmitRatingBtn,07:32:08 22.06.25,1750577528.0
263,UID_lx05wC07nF78xc90bP,B,,5,7.0,7.0,7.0,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_1229,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_1229_SubmitRatingBtn,07:32:47 22.06.25,1750577567.0
264,UID_Yz86DI77bB22Fa03Lb,B,,4,7.0,8.0,6.0,no,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_7108,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_7108_SubmitRatingBtn,07:32:59 22.06.25,1750577579.0
265,UID_Ci04yT79Cp30Qd09qQ,B,,4,6.0,4.0,4.0,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_6999,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_6999_SubmitRatingBtn,07:33:12 22.06.25,1750577592.0
266,UID_VQ81OX01Jp49rL63Mm,B,,3,6.0,1.0,1.0,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_1228_a,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_1228_a_SubmitRatingBtn,07:33:21 22.06.25,1750577601.0
267,UID_Ly35zm07CE79AJ71AL,B,,4,5.0,1.0,1.0,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_1228_a,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_1228_a_SubmitRatingBtn,07:33:29 22.06.25,1750577609.0
268,UID_FD57fE92eJ87yU05If,B,,3,1.0,1.0,1.0,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_1228_a,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_1228_a_SubmitRatingBtn,07:33:30 22.06.25,1750577610.0
269,UID_pU52rW52un31zY70zr,B,,1,2.0,2.0,2.0,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_1228_b,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_1228_b_SubmitRatingBtn,07:33:37 22.06.25,1750577617.0
270,UID_VQ81OX01Jp49rL63Mm,B,,3,7.0,7.0,8.0,no,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_128,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_128_SubmitRatingBtn,07:34:00 22.06.25,1750577640.0
271,UID_Vx42uE05WT52TC36Sb,B,,2,3.0,8.0,6.0,no,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_7108,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_7108_SubmitRatingBtn,07:34:44 22.06.25,1750577684.0
272,UID_Ly35zm07CE79AJ71AL,B,,4,5.0,5.0,5.0,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_218,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_218_SubmitRatingBtn,07:34:47 22.06.25,1750577687.0
273,UID_pU52rW52un31zY70zr,B,,4,5.0,5.0,5.0,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_218,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_218_SubmitRatingBtn,07:35:07 22.06.25,1750577707.0
274,UID_Rf68OM44VK16IW59jR,B,,5,4.0,4.0,4.0,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_6999,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_6999_SubmitRatingBtn,07:35:08 22.06.25,1750577708.0
275,UID_Ny82mm99jA65Kz86kc,B,,3,8.0,8.0,6.0,no,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_7108,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_7108_SubmitRatingBtn,07:35:31 22.06.25,1750577731.0
276,UID_lx05wC07nF78xc90bP,B,,2,1.0,1.0,1.0,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_1228_a,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_1228_a_SubmitRatingBtn,07:35:50 22.06.25,1750577750.0
277,UID_FD57fE92eJ87yU05If,B,,3,2.0,8.0,7.0,no,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_429,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_429_SubmitRatingBtn,07:36:06 22.06.25,1750577766.0
278,UID_nO24HW66ys09UB68kg,B,,2,4.0,8.0,7.0,no,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_429,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_429_SubmitRatingBtn,07:36:12 22.06.25,1750577772.0
279,UID_Yz86DI77bB22Fa03Lb,B,,3,1.0,1.0,1.0,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_1228_a,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_1228_a_SubmitRatingBtn,07:36:51 22.06.25,1750577811.0
280,UID_Ly35zm07CE79AJ71AL,B,,3,7.0,8.0,6.0,no,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_7108,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_7108_SubmitRatingBtn,07:37:12 22.06.25,1750577832.0
281,UID_hj49Rw10Tl85xS05oS,B,,4,7.0,7.0,7.0,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_1229,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_1229_SubmitRatingBtn,07:37:24 22.06.25,1750577844.0
282,UID_ni50Zk52uv04Bx44yI,B,,3,2.0,5.0,5.0,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_218,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_218_SubmitRatingBtn,07:37:40 22.06.25,1750577860.0
283,UID_Vx42uE05WT52TC36Sb,B,,3,7.0,7.0,7.0,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_1229,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_1229_SubmitRatingBtn,07:38:07 22.06.25,1750577887.0
284,UID_Rf68OM44VK16IW59jR,B,,3,7.0,7.0,8.0,no,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_128,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_128_SubmitRatingBtn,07:38:18 22.06.25,1750577898.0
285,UID_Ci04yT79Cp30Qd09qQ,B,,4,6.0,8.0,6.0,no,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_7108,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_7108_SubmitRatingBtn,07:38:21 22.06.25,1750577901.0
286,UID_pU52rW52un31zY70zr,B,,1,1.0,1.0,1.0,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_1228_a,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_1228_a_SubmitRatingBtn,07:38:31 22.06.25,1750577911.0
288,UID_FD57fE92eJ87yU05If,B,,3,8.0,8.0,6.0,no,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_7108,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_7108_SubmitRatingBtn,07:38:43 22.06.25,1750577923.0
289,UID_Yz86DI77bB22Fa03Lb,B,,2,1.0,5.0,5.0,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_218,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_218_SubmitRatingBtn,07:38:45 22.06.25,1750577925.0
290,UID_Nh05qD35BC38Gt71Zp,B,,5,7.0,7.0,7.0,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_1229,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_1229_SubmitRatingBtn,07:39:13 22.06.25,1750577953.0
291,UID_Ci04yT79Cp30Qd09qQ,B,,4,8.0,7.0,8.0,no,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_128,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_128_SubmitRatingBtn,07:40:17 22.06.25,1750578017.0
292,UID_nO24HW66ys09UB68kg,B,,4,1.0,1.0,1.0,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_1228_a,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_1228_a_SubmitRatingBtn,07:40:30 22.06.25,1750578030.0
294,UID_Yz86DI77bB22Fa03Lb,B,,4,4.0,4.0,4.0,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_6999,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_6999_SubmitRatingBtn,07:40:46 22.06.25,1750578046.0
295,UID_Rf68OM44VK16IW59jR,B,,4,2.0,8.0,7.0,no,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_429,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_429_SubmitRatingBtn,07:40:56 22.06.25,1750578056.0
296,UID_hj49Rw10Tl85xS05oS,B,,4,1.0,1.0,1.0,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_1228_a,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_1228_a_SubmitRatingBtn,07:41:45 22.06.25,1750578105.0
