tuid,ugroup,explanationType,faceSelected,selectedShapeIndex,predictedShapeChoiceIndex,trueShapeChoiceIndex,isCorrectPrediction,stepActionType,param1,param2,param3,param4,blockId,actionName,objectLogName,date,time
UID_vL31FS86ri66rZ14sT,E,,4,4,7,7,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_1229,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_1229_SubmitRatingBtn,17:27:27 03.07.25,1751563647
UID_vL31FS86ri66rZ14sT,E,,3,7,7,6,no,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_7108,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_7108_SubmitRatingBtn,17:29:52 03.07.25,1751563792
UID_vL31FS86ri66rZ14sT,E,,4,4,4,4,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_6999,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_6999_SubmitRatingBtn,17:31:10 03.07.25,1751563870
UID_EI38ib82HG46fU08oR,E,,5,2,5,5,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_218,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_218_SubmitRatingBtn,18:14:09 03.07.25,1751566449
UID_EI38ib82HG46fU08oR,E,,5,4,4,4,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_6999,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_6999_SubmitRatingBtn,18:14:34 03.07.25,1751566474
UID_EI38ib82HG46fU08oR,E,,5,6,2,2,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_219,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_219_SubmitRatingBtn,18:18:12 03.07.25,1751566692
UID_EI38ib82HG46fU08oR,E,,5,8,7,8,no,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_128,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_128_SubmitRatingBtn,18:35:01 03.07.25,1751567701
UID_EI38ib82HG46fU08oR,E,,5,7,7,6,no,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_7108,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_7108_SubmitRatingBtn,18:35:20 03.07.25,1751567720
UID_EI38ib82HG46fU08oR,E,,5,7,7,7,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_1229,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_1229_SubmitRatingBtn,18:35:31 03.07.25,1751567731
UID_EI38ib82HG46fU08oR,E,,3,1,2,1,no,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_6569,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_6569_SubmitRatingBtn,18:43:17 03.07.25,1751568197
UID_EI38ib82HG46fU08oR,E,,5,1,1,1,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_1228_a,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_1228_a_SubmitRatingBtn,18:52:50 03.07.25,1751568770
UID_EI38ib82HG46fU08oR,E,,2,7,8,7,no,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_429,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_429_SubmitRatingBtn,19:04:10 03.07.25,1751569450
UID_EI38ib82HG46fU08oR,E,,4,2,2,2,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_1228_b,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_1228_b_SubmitRatingBtn,19:05:59 03.07.25,1751569559
UID_Rs55MY88wb21UN85TJ,E,,4,2,2,2,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_219,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_219_SubmitRatingBtn,04:52:11 04.07.25,1751604731
UID_Rs55MY88wb21UN85TJ,E,,3,7,7,6,no,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_7108,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_7108_SubmitRatingBtn,04:53:27 04.07.25,1751604807
UID_Rs55MY88wb21UN85TJ,E,,4,1,1,1,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_1228_a,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_1228_a_SubmitRatingBtn,04:54:37 04.07.25,1751604877
UID_Rs55MY88wb21UN85TJ,E,,2,2,2,2,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_1228_b,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_1228_b_SubmitRatingBtn,04:55:00 04.07.25,1751604900
UID_Rs55MY88wb21UN85TJ,E,,4,5,5,5,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_218,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_218_SubmitRatingBtn,04:55:37 04.07.25,1751604937
UID_Rs55MY88wb21UN85TJ,E,,3,2,2,1,no,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_6569,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_6569_SubmitRatingBtn,04:55:54 04.07.25,1751604954
UID_Rs55MY88wb21UN85TJ,E,,3,4,4,4,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_6999,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_6999_SubmitRatingBtn,04:56:05 04.07.25,1751604965
UID_Rs55MY88wb21UN85TJ,E,,3,7,7,7,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_1229,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_1229_SubmitRatingBtn,04:56:18 04.07.25,1751604978
UID_Rs55MY88wb21UN85TJ,E,,3,8,8,7,no,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_429,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_429_SubmitRatingBtn,04:56:30 04.07.25,1751604990
UID_Rs55MY88wb21UN85TJ,E,,4,7,7,8,no,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_128,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_128_SubmitRatingBtn,04:56:39 04.07.25,1751604999
UID_TEST_TEST_1,E,,5,8,2,2,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_1228_b,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_1228_b_SubmitRatingBtn,06:11:35 04.07.25,1751609495
UID_TEST_TEST_1,E,,5,8,2,1,no,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_6569,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_6569_SubmitRatingBtn,06:11:35 04.07.25,1751609495
UID_TEST_TEST_1,E,,5,8,2,1,no,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_6569,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_6569_SubmitRatingBtn,06:11:36 04.07.25,1751609496
UID_TEST_TEST_1,E,,5,8,1,1,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_1228_a,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_1228_a_SubmitRatingBtn,06:11:36 04.07.25,1751609496
UID_TEST_TEST_1,E,,5,8,8,7,no,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_429,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_429_SubmitRatingBtn,06:11:37 04.07.25,1751609497
UID_TEST_TEST_1,E,,5,8,7,8,no,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_128,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_128_SubmitRatingBtn,06:11:37 04.07.25,1751609497
UID_TEST_TEST_1,E,,5,8,7,8,no,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_128,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_128_SubmitRatingBtn,06:11:38 04.07.25,1751609498
UID_TEST_TEST_1,E,,5,8,7,6,no,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_7108,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_7108_SubmitRatingBtn,06:11:38 04.07.25,1751609498
UID_TEST_TEST_1,E,,5,8,5,5,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_218,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_218_SubmitRatingBtn,06:11:39 04.07.25,1751609499
UID_TEST_TEST_1,E,,5,8,7,7,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_1229,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_1229_SubmitRatingBtn,06:11:40 04.07.25,1751609500
UID_TEST_TEST_1,E,,5,8,4,4,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_6999,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_6999_SubmitRatingBtn,06:11:40 04.07.25,1751609500
UID_TEST_TEST_1,E,,5,8,2,2,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_219,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_219_SubmitRatingBtn,06:11:40 04.07.25,1751609500
UID_TEST_TEST_1,E,,5,,,,no,,,,,,block_end_questionnaire_explanation__question_1,click,block_end_questionnaire_explanation__question_1_SubmitRatingBtn,06:11:41 04.07.25,1751609501
UID_TEST_TEST_1,E,,5,,,,no,,,,,,block_end_questionnaire_explanation__question_1,click,block_end_questionnaire_explanation__question_1_SubmitRatingBtn,06:11:41 04.07.25,1751609501
UID_TEST_TEST_1,E,,5,,,,no,,,,,,block_end_questionnaire_explanation__question_2,click,block_end_questionnaire_explanation__question_2_SubmitRatingBtn,06:11:41 04.07.25,1751609501
UID_TEST_TEST_1,E,,5,,,,no,,,,,,block_end_questionnaire_explanation__question_2,click,block_end_questionnaire_explanation__question_2_SubmitRatingBtn,06:11:41 04.07.25,1751609501
UID_TEST_TEST_1,E,,5,,,,no,,,,,,block_end_questionnaire_explanation__question_3,click,block_end_questionnaire_explanation__question_3_SubmitRatingBtn,06:11:42 04.07.25,1751609502
UID_TEST_TEST_1,E,,5,,,,no,,,,,,block_end_questionnaire_explanation__question_3,click,block_end_questionnaire_explanation__question_3_SubmitRatingBtn,06:11:42 04.07.25,1751609502
UID_cj57ak27iy05YN35ss,E,,4,2,2,2,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_1228_b,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_1228_b_SubmitRatingBtn,07:44:09 04.07.25,1751615049
UID_cj57ak27iy05YN35ss,E,,5,4,4,4,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_6999,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_6999_SubmitRatingBtn,07:46:55 04.07.25,1751615215
UID_cj57ak27iy05YN35ss,E,,3,7,7,7,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_1229,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_1229_SubmitRatingBtn,07:49:22 04.07.25,1751615362
UID_cj57ak27iy05YN35ss,E,,3,7,7,8,no,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_128,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_128_SubmitRatingBtn,07:59:11 04.07.25,1751615951
UID_cj57ak27iy05YN35ss,E,,5,5,5,5,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_218,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_218_SubmitRatingBtn,08:00:18 04.07.25,1751616018
UID_cj57ak27iy05YN35ss,E,,3,1,1,1,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_1228_a,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_1228_a_SubmitRatingBtn,08:05:33 04.07.25,1751616333
UID_cj57ak27iy05YN35ss,E,,4,7,8,7,no,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_429,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_429_SubmitRatingBtn,08:08:10 04.07.25,1751616490
UID_cj57ak27iy05YN35ss,E,,2,6,2,2,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_219,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_219_SubmitRatingBtn,08:09:59 04.07.25,1751616599
UID_cj57ak27iy05YN35ss,E,,4,1,2,1,no,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_6569,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_6569_SubmitRatingBtn,08:11:39 04.07.25,1751616699
UID_cj57ak27iy05YN35ss,E,,2,6,7,6,no,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_7108,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_7108_SubmitRatingBtn,08:13:50 04.07.25,1751616830
UID_cj57ak27iy05YN35ss,E,,3,,,,no,,,,,,block_end_questionnaire_explanation__question_1,click,block_end_questionnaire_explanation__question_1_SubmitRatingBtn,08:20:33 04.07.25,1751617233
UID_cj57ak27iy05YN35ss,E,,3,,,,no,,,,,,block_end_questionnaire_explanation__question_2,click,block_end_questionnaire_explanation__question_2_SubmitRatingBtn,08:20:48 04.07.25,1751617248
UID_cj57ak27iy05YN35ss,E,,3,,,,no,,,,,,block_end_questionnaire_explanation__question_3,click,block_end_questionnaire_explanation__question_3_SubmitRatingBtn,08:20:54 04.07.25,1751617254
UID_Dq81al47Ej35mF08WN,E,,5,1,1,1,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_1228_a,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_1228_a_SubmitRatingBtn,14:06:22 04.07.25,1751637982
UID_Dq81al47Ej35mF08WN,E,,4,4,2,2,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_219,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_219_SubmitRatingBtn,14:12:55 04.07.25,1751638375
UID_Dq81al47Ej35mF08WN,E,,5,5,5,5,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_218,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_218_SubmitRatingBtn,14:15:56 04.07.25,1751638556
UID_Dq81al47Ej35mF08WN,E,,3,7,7,6,no,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_7108,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_7108_SubmitRatingBtn,14:20:39 04.07.25,1751638839
UID_Dq81al47Ej35mF08WN,E,,5,4,4,4,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_6999,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_6999_SubmitRatingBtn,14:23:37 04.07.25,1751639017
UID_Dq81al47Ej35mF08WN,E,,5,2,2,2,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_1228_b,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_1228_b_SubmitRatingBtn,14:27:25 04.07.25,1751639245
UID_Dq81al47Ej35mF08WN,E,,4,7,7,7,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_1229,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_1229_SubmitRatingBtn,14:34:21 04.07.25,1751639661
UID_Dq81al47Ej35mF08WN,E,,4,2,8,7,no,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_429,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_429_SubmitRatingBtn,14:38:35 04.07.25,1751639915
UID_Dq81al47Ej35mF08WN,E,,5,1,2,1,no,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_6569,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_6569_SubmitRatingBtn,14:39:37 04.07.25,1751639977
UID_Dq81al47Ej35mF08WN,E,,5,7,7,8,no,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_128,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_128_SubmitRatingBtn,14:40:54 04.07.25,1751640054
UID_Dq81al47Ej35mF08WN,E,,3,,,,no,,,,,,block_end_questionnaire_explanation__question_1,click,block_end_questionnaire_explanation__question_1_SubmitRatingBtn,14:42:01 04.07.25,1751640121
UID_Dq81al47Ej35mF08WN,E,,4,,,,no,,,,,,block_end_questionnaire_explanation__question_2,click,block_end_questionnaire_explanation__question_2_SubmitRatingBtn,14:42:15 04.07.25,1751640135
UID_Dq81al47Ej35mF08WN,E,,4,,,,no,,,,,,block_end_questionnaire_explanation__question_3,click,block_end_questionnaire_explanation__question_3_SubmitRatingBtn,14:42:58 04.07.25,1751640178
UID_Sh35Zq77op98yU87nc,E,,5,7,7,7,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_1229,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_1229_SubmitRatingBtn,19:29:22 04.07.25,1751657362
UID_Sh35Zq77op98yU87nc,E,,3,5,5,5,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_218,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_218_SubmitRatingBtn,19:31:58 04.07.25,1751657518
UID_Sh35Zq77op98yU87nc,E,,4,7,8,7,no,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_429,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_429_SubmitRatingBtn,19:33:58 04.07.25,1751657638
UID_Sh35Zq77op98yU87nc,E,,5,4,4,4,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_6999,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_6999_SubmitRatingBtn,19:35:27 04.07.25,1751657727
UID_Sh35Zq77op98yU87nc,E,,2,5,1,1,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_1228_a,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_1228_a_SubmitRatingBtn,19:39:31 04.07.25,1751657971
UID_Sh35Zq77op98yU87nc,E,,2,2,2,2,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_219,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_219_SubmitRatingBtn,19:45:22 04.07.25,1751658322
UID_Sh35Zq77op98yU87nc,E,,1,7,7,6,no,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_7108,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_7108_SubmitRatingBtn,19:49:39 04.07.25,1751658579
UID_Sh35Zq77op98yU87nc,E,,1,1,2,1,no,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_6569,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_6569_SubmitRatingBtn,19:52:16 04.07.25,1751658736
UID_Sh35Zq77op98yU87nc,E,,5,2,2,2,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_1228_b,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_1228_b_SubmitRatingBtn,19:52:59 04.07.25,1751658779
UID_Sh35Zq77op98yU87nc,E,,2,3,7,8,no,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_128,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_128_SubmitRatingBtn,19:55:54 04.07.25,1751658954
UID_Sh35Zq77op98yU87nc,E,,2,,,,no,,,,,,block_end_questionnaire_explanation__question_1,click,block_end_questionnaire_explanation__question_1_SubmitRatingBtn,19:56:21 04.07.25,1751658981
UID_Sh35Zq77op98yU87nc,E,,2,,,,no,,,,,,block_end_questionnaire_explanation__question_2,click,block_end_questionnaire_explanation__question_2_SubmitRatingBtn,19:56:30 04.07.25,1751658990
UID_Sh35Zq77op98yU87nc,E,,4,,,,no,,,,,,block_end_questionnaire_explanation__question_3,click,block_end_questionnaire_explanation__question_3_SubmitRatingBtn,19:56:37 04.07.25,1751658997
UID_ZV94Gd16sF84aL62eH,E,,4,1,2,1,no,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_6569,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_6569_SubmitRatingBtn,05:44:30 06.07.25,1751780670
UID_ZV94Gd16sF84aL62eH,E,,4,2,5,5,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_218,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_218_SubmitRatingBtn,05:47:57 06.07.25,1751780877
UID_ZV94Gd16sF84aL62eH,E,,3,8,2,2,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_219,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_219_SubmitRatingBtn,05:49:39 06.07.25,1751780979
UID_ZV94Gd16sF84aL62eH,E,,2,7,7,7,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_1229,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_1229_SubmitRatingBtn,05:53:58 06.07.25,1751781238
UID_ZV94Gd16sF84aL62eH,E,,5,4,4,4,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_6999,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_6999_SubmitRatingBtn,05:54:51 06.07.25,1751781291
UID_ZV94Gd16sF84aL62eH,E,,5,2,2,2,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_1228_b,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_1228_b_SubmitRatingBtn,05:55:44 06.07.25,1751781344
UID_ZV94Gd16sF84aL62eH,E,,4,2,8,7,no,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_429,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_429_SubmitRatingBtn,05:57:37 06.07.25,1751781457
UID_ZV94Gd16sF84aL62eH,E,,3,7,7,6,no,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_7108,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_7108_SubmitRatingBtn,06:00:02 06.07.25,1751781602
UID_ZV94Gd16sF84aL62eH,E,,4,5,1,1,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_1228_a,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_1228_a_SubmitRatingBtn,06:01:22 06.07.25,1751781682
UID_ZV94Gd16sF84aL62eH,E,,4,7,7,8,no,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_128,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_128_SubmitRatingBtn,06:02:33 06.07.25,1751781753
UID_ZV94Gd16sF84aL62eH,E,,4,,,,no,,,,,,block_end_questionnaire_explanation__question_1,click,block_end_questionnaire_explanation__question_1_SubmitRatingBtn,06:02:40 06.07.25,1751781760
UID_ZV94Gd16sF84aL62eH,E,,3,,,,no,,,,,,block_end_questionnaire_explanation__question_2,click,block_end_questionnaire_explanation__question_2_SubmitRatingBtn,06:02:45 06.07.25,1751781765
UID_ZV94Gd16sF84aL62eH,E,,4,,,,no,,,,,,block_end_questionnaire_explanation__question_3,click,block_end_questionnaire_explanation__question_3_SubmitRatingBtn,06:02:52 06.07.25,1751781772
UID_pk73wE89io45VZ91BF,B,,3,3,8,7,no,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_429,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_429_SubmitRatingBtn,07:42:11 06.07.25,1751787731
UID_pk73wE89io45VZ91BF,B,,5,6,6,2,no,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_219,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_219_SubmitRatingBtn,07:43:03 06.07.25,1751787783
UID_pk73wE89io45VZ91BF,B,,4,4,4,4,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_6999,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_6999_SubmitRatingBtn,07:44:43 06.07.25,1751787883
UID_pk73wE89io45VZ91BF,B,,4,6,2,2,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_1228_b,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_1228_b_SubmitRatingBtn,07:46:56 06.07.25,1751788016
UID_pk73wE89io45VZ91BF,B,,5,5,5,5,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_218,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_218_SubmitRatingBtn,07:47:58 06.07.25,1751788078
UID_pk73wE89io45VZ91BF,B,,3,2,1,1,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_1228_a,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_1228_a_SubmitRatingBtn,07:49:26 06.07.25,1751788166
UID_pk73wE89io45VZ91BF,B,,2,8,8,6,no,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_7108,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_7108_SubmitRatingBtn,07:52:36 06.07.25,1751788356
UID_pk73wE89io45VZ91BF,B,,4,1,1,1,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_6569,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_6569_SubmitRatingBtn,07:54:11 06.07.25,1751788451
UID_pk73wE89io45VZ91BF,B,,5,7,7,8,no,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_128,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_128_SubmitRatingBtn,07:55:12 06.07.25,1751788512
UID_pk73wE89io45VZ91BF,B,,5,7,7,7,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_1229,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_1229_SubmitRatingBtn,07:56:20 06.07.25,1751788580
UID_Pv48eG17sn92Ge75sg,E,,4,5,5,5,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_218,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_218_SubmitRatingBtn,09:57:50 06.07.25,1751795870
UID_Pv48eG17sn92Ge75sg,E,,5,7,7,7,yes,SubmitConfidenceForShape,,,,,confidence_rating1_stage_i0_Explanation_ShapeIndex_1229,click,confidence_rating1_stage_i0_Explanation_ShapeIndex_1229_SubmitRatingBtn,09:58:53 06.07.25,1751795933
